ASCII SAMPLE CYCLES :			s220403.mdc
DATE :	19.04.2022	TIME :	22:39:32
CONVERTED CYCLES :			493
Number of stored cycles			493
Printed start cycle			1
Printed end cycle			493
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	2.00	min:	4.64328E-011	max:	1.60797E-008	
'0/1'	3.00	min:	3.8584E-013	max:	9.77295E-011	
'0/2'	4.00	min:	1.31984E-013	max:	2.55132E-011	
'0/3'	7.00	min:	5.91501E-015	max:	8.13996E-013	
'0/4'	12.00	min:	1.01101E-012	max:	5.40814E-010	
'0/5'	13.00	min:	2.4024E-013	max:	3.66821E-011	
'0/6'	14.00	min:	5.5328E-013	max:	1.27901E-010	
'0/7'	15.00	min:	5.62381E-013	max:	1.90054E-010	
'0/8'	16.00	min:	2.36282E-012	max:	5.65884E-010	
'0/9'	17.00	min:	7.41332E-012	max:	6.28401E-010	
'0/10'	18.00	min:	2.44927E-011	max:	2.28185E-009	
'0/11'	19.00	min:	3.41211E-013	max:	1.37911E-011	
'0/12'	20.00	min:	2.14305E-013	max:	4.72154E-012	
'0/13'	28.00	min:	4.34798E-012	max:	3.37974E-009	
'0/14'	30.00	min:	2.7846E-013	max:	2.47384E-011	
'0/15'	32.00	min:	4.94585E-013	max:	8.69961E-012	
'0/16'	36.00	min:	1.93375E-013	max:	3.23323E-012	
'0/17'	40.00	min:	2.58895E-013	max:	2.90381E-011	
'0/18'	44.00	min:	2.24361E-012	max:	4.13231E-010	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'0/6'	'0/7'	'0/8'	'0/9'	'0/10'	'0/11'	'0/12'	'0/13'	'0/14'	'0/15'	'0/16'	'0/17'	'0/18'	
1	19.04.2022	22:39:32:00	0	4.94495E-011	4.2133E-013	1.46797E-013	2.002E-014	1.05833E-012	2.9393E-013	5.5328E-013	6.60661E-013	2.5662E-012	8.00255E-012	2.49113E-011	4.5773E-013	3.18045E-013	5.51597E-012	4.2588E-013	6.51561E-013	2.9484E-013	3.89935E-013	2.57127E-012	
2	19.04.2022	22:39:34:10	2.109	4.87442E-011	5.03686E-013	1.39784E-013	9.96451E-014	1.23533E-012	4.11775E-013	7.73817E-013	7.10711E-013	2.55301E-012	8.23687E-012	2.51661E-011	4.3134E-013	2.9211E-013	4.78433E-012	3.6491E-013	6.52016E-013	3.2669E-013	3.4398E-013	2.51706E-012	
3	19.04.2022	22:39:36:18	4.188	4.91355E-011	4.35435E-013	1.38513E-013	6.87644E-014	1.13614E-012	4.00855E-013	6.57021E-013	7.00246E-013	2.63491E-012	7.82965E-012	2.49841E-011	4.4499E-013	3.79925E-013	4.7361E-012	3.5763E-013	5.71026E-013	2.9666E-013	3.822E-013	2.50933E-012	
4	19.04.2022	22:39:38:28	6.281	4.89126E-011	5.81946E-013	1.39428E-013	1.50605E-013	1.16662E-012	4.19965E-013	7.51661E-013	7.89485E-013	2.59259E-012	7.74138E-012	2.53863E-011	3.84475E-013	3.094E-013	4.61962E-012	3.69915E-013	6.26536E-013	2.7391E-013	2.91655E-013	2.4297E-012	
5	19.04.2022	22:39:40:37	8.375	4.91719E-011	4.82301E-013	1.43561E-013	8.73601E-014	1.20939E-012	3.6218E-013	6.90236E-013	6.51561E-013	2.36282E-012	8.1527E-012	2.50387E-011	4.25425E-013	3.22595E-013	4.61689E-012	3.8311E-013	5.63291E-013	2.8574E-013	4.09045E-013	2.5935E-012	
6	19.04.2022	22:39:42:46	10.469	4.91628E-011	4.72745E-013	1.43659E-013	9.83592E-014	1.14342E-012	3.23802E-013	6.47466E-013	6.89326E-013	2.50114E-012	7.84959E-012	2.55847E-011	3.9221E-013	3.9858E-013	4.72199E-012	3.39885E-013	5.39631E-013	3.0394E-013	3.59905E-013	2.51706E-012	
7	19.04.2022	22:39:44:54	12.547	4.7593E-011	4.70925E-013	1.44632E-013	6.70236E-014	1.03103E-012	3.28055E-013	6.10156E-013	7.16626E-013	2.49249E-012	8.10219E-012	2.50842E-011	4.732E-013	3.66275E-013	4.41077E-012	4.02675E-013	6.16071E-013	3.03485E-013	3.3852E-013	2.42151E-012	
8	19.04.2022	22:39:46:64	14.641	4.91355E-011	3.96305E-013	1.44218E-013	1.07499E-013	1.07016E-012	2.87105E-013	6.47921E-013	6.96151E-013	2.41014E-012	7.96387E-012	2.58167E-011	4.55455E-013	3.6036E-013	4.71653E-012	4.0313E-013	6.20166E-013	3.7674E-013	3.16225E-013	2.56939E-012	
9	19.04.2022	22:39:48:73	16.734	4.89626E-011	4.89125E-013	1.38379E-013	8.70436E-014	1.18664E-012	2.5662E-013	6.96151E-013	7.04341E-013	2.51297E-012	7.8615E-012	2.56029E-011	4.641E-013	4.0131E-013	4.84211E-012	3.7947E-013	7.34371E-013	2.912E-013	3.3033E-013	2.4206E-012	
10	19.04.2022	22:39:50:81	18.813	4.86759E-011	5.0505E-013	1.39974E-013	8.91801E-014	1.19938E-012	3.2214E-013	7.61671E-013	7.93521E-013	2.49204E-012	7.88516E-012	2.47748E-011	4.1769E-013	4.20875E-013	4.34798E-012	3.4307E-013	6.99791E-013	3.2487E-013	3.57175E-013	2.62626E-012	
